# DESeq2/Condition GF vs wt
NVE100	K07152
NVE2172	K04043
NVE21734	K03833
NVE21741	K15306
NVE21774	K00488
NVE21786	K03252
NVE21843	K00297
NVE21851	K04397
NVE21910	K18584
NVE2193	K12035
NVE2194	K12035
NVE21969	K05864
NVE21991	K14616
NVE21993	K09608
NVE22018	K12132
NVE22045	K09608
NVE22050	K01279
NVE22059	K15683
NVE22157	K03781
NVE22193	K00413
NVE22201	K05695
NVE2223	K00544
NVE22265	K19942
NVE22274	K01739
NVE22293	K03238
NVE22299	K13051
NVE22311	K16759
NVE22319	K18026
NVE22347	K01939
NVE2242	K01441
NVE22444	K01958
NVE22473	K08003
NVE22525	K04079
NVE2253	K07178
NVE22530	K02183
NVE22567	K11584
NVE22575	K21737
NVE22615	K00128
NVE2267	K07376
NVE22673	K13187
NVE22695	K06099
NVE2273	K05306
NVE22740	K15290
NVE2275	K00213
NVE22752	K03294
NVE22759	K13111
NVE22894	K05051
NVE22976	K03505
NVE22991	K16353
NVE23006	K09291
NVE23023	K18260
NVE23028	K15789
NVE23033	K05218
NVE23052	K06630
NVE2316	K18890
NVE23171	K01482
NVE23181	K05765
NVE23201	K20352
NVE2326	K15712
NVE23271	K04739
NVE23281	K04688
NVE23285	K20478
NVE23292	K01480
NVE23353	K08375
NVE23430	K05023
NVE23561	K01047
NVE23572	K09877
NVE23602	K02183
NVE23706	K01070
NVE23710	K20282
NVE23723	K06275
NVE2377	K11564
NVE23819	K04536
NVE23820	K07903
NVE23864	K04507
NVE239	K03434
NVE23931	K07939
NVE23966	K14996
NVE23970	K19683
NVE23990	K10949
NVE24009	K02267
NVE24033	K07841
NVE24080	K12837
NVE24095	K04988
NVE24126	K04969
NVE24132	K13212
NVE24140	K00789
NVE24168	K11654
NVE24188	K12751
NVE24193	K05673
NVE24199	K07374
NVE24297	K00261
NVE24311	K01302
NVE24412	K19678
NVE24414	K18628
NVE2456	K20478
NVE24600	K09515
NVE24608	K00274
NVE247	K15423
NVE24826	K00456
NVE2489	K20360
NVE24898	K17985
NVE2492	K04612
NVE24920	K09345
NVE24988	K21548
NVE24996	K19196
NVE24997	K21870
NVE25000	K13963
NVE25002	K08830
NVE25007	K20409
NVE2501	K05857
NVE25021	K09491
NVE25028	K00621
NVE25029	K17610
NVE25076	K17260
NVE25092	K05034
NVE25126	K07874
NVE25265	K11647
NVE25266	K12389
NVE25267	K12389
NVE25329	K04150
NVE25334	K06238
NVE25373	K09851
NVE25377	K20102
NVE2538	K13210
NVE25467	K00857
NVE25476	K11143
NVE25492	K13516
NVE255	K06238
NVE25517	K04456
NVE25552	K12840
NVE25587	K12883
NVE25606	K03016
NVE25651	K08228
NVE25653	K12459
NVE25674	K10575
NVE25689	K18082
NVE25695	K11308
NVE25698	K12893
NVE25706	K11394
NVE25828	K08669
NVE25875	K12132
NVE25931	K09554
NVE26006	K22078
NVE26008	K20173
NVE26013	K00461
NVE26036	K17043
NVE26069	K08606
NVE26071	K16676
NVE26083	K00734
NVE26101	K03189
NVE26102	K17500
NVE26110	K19464
NVE26111	K12861
NVE26114	K20198
NVE26120	K04802
NVE2619	K13051
NVE2635	K12132
NVE2689	K03377
NVE2735	K04364
NVE2773	K06639
NVE2835	K01186
NVE2871	K18441
NVE2908	K00457
NVE2932	K16942
NVE2956	K17579
NVE3014	K00419
NVE3038	K12893
NVE3047	K04615
NVE3048	K04615
NVE3078	K02266
NVE314	K07301
NVE3184	K14800
NVE3191	K00323
NVE3211	K21873
NVE3217	K01176
NVE3249	K17784
NVE3273	K05673
NVE3278	K17360
NVE3285	K00789
NVE3289	K11095
NVE3324	K19363
NVE3355	K00318
NVE3402	K07189
NVE3442	K00512
NVE3457	K05766
NVE3498	K08547
NVE35	K11436
NVE3615	K10419
NVE3618	K06185
NVE3621	K02091
NVE3628	K07378
NVE3700	K04393
NVE3702	K03420
NVE3742	K16833
NVE3747	K11345
NVE3773	K00854
NVE3788	K01349
NVE3823	K04984
NVE3827	K14397
NVE3893	K17928
NVE39	K02311
NVE3942	K17046
NVE4019	K16802
NVE4086	K10666
NVE4103	K01907
NVE4127	K02265
NVE4170	K09578
NVE4179	K13912
NVE420	K02939
NVE4208	K10297
NVE4209	K03283
NVE4213	K18040
NVE4236	K17264
NVE4313	K10277
NVE4352	K12581
NVE4409	K01953
NVE4432	K00164
NVE4435	K18402
NVE4437	K09584
NVE444	K20100
NVE4506	K15075
NVE4573	K01810
NVE4585	K13868
NVE459	K04513
NVE4624	K15192
NVE4661	K05673
NVE4683	K03687
NVE4696	K20520
NVE4716	K07192
NVE4837	K18417
NVE4856	K03098
NVE4860	K04988
NVE4950	K22125
NVE5022	K06843
NVE5120	K00471
NVE5191	K10252
NVE5197	K16532
NVE520	K19603
NVE5203	K09503
NVE5285	K19754
NVE5331	K09381
NVE5349	K05728
NVE5379	K15076
NVE5391	K00286
NVE5395	K08183
NVE5408	K09057
NVE5421	K13649
NVE5422	K07378
NVE5426	K12319
NVE543	K08892
NVE5443	K11968
NVE5447	K19873
NVE545	K08892
NVE5471	K09366
NVE5513	K11170
NVE5521	K14553
NVE5531	K07841
NVE555	K00327
NVE5553	K00411
NVE5600	K02727
NVE5606	K22078
NVE5619	K00939
NVE563	K05756
NVE5647	K15377
NVE5649	K16731
NVE572	K13240
NVE5731	K11494
NVE5745	K10745
NVE58	K16830
NVE5834	K06911
NVE5835	K17572
NVE5838	K20364
NVE5880	K08621
NVE5896	K03083
NVE5909	K12863
NVE5910	K03139
NVE5994	K00472
NVE6002	K19348
NVE6122	K07526
NVE6142	K22369
NVE616	K13288
NVE6214	K04984
NVE6229	K03447
NVE6262	K01128
NVE6284	K06107
NVE6332	K00207
NVE6339	K13800
NVE6370	K08606
NVE6411	K17266
NVE6464	K01974
NVE6465	K03681
NVE6497	K08791
NVE6516	K04461
NVE6578	K10956
NVE6648	K01893
NVE6776	K16452
NVE6792	K13708
NVE6908	K04887
NVE6909	K10411
NVE6937	K21862
NVE6943	K16454
NVE6944	K11884
NVE6951	K08738
NVE6987	K12186
NVE7080	K12310
NVE7109	K10777
NVE7122	K09592
NVE7231	K15109
NVE7277	K01283
NVE7299	K12815
NVE734	K12893
NVE7349	K21862
NVE7370	K05825
NVE741	K18628
NVE7492	K10267
NVE7502	K18663
NVE7510	K16809
NVE7545	K00451
NVE7572	K00469
NVE7762	K05863
NVE7768	K01376
NVE7782	K04284
NVE7807	K17346
NVE7811	K06093
NVE7825	K10579
NVE7849	K15759
NVE7906	K05673
NVE7912	K04605
NVE7950	K15156
NVE801	K15335
NVE8010	K08105
NVE8020	K14400
NVE8095	K18619
NVE8110	K11339
NVE8122	K13649
NVE8171	K19519
NVE8175	K01562
NVE8185	K00262
NVE8205	K07364
NVE8206	K20314
NVE8275	K05592
NVE8383	K19006
NVE8414	K06238
NVE8425	K08184
NVE8432	K06128
NVE8492	K03142
NVE8509	K18406
NVE8576	K00264
NVE8580	K13145
NVE8640	K08059
NVE8677	K14821
NVE8679	K09090
NVE8731	K11304
NVE8740	K06068
NVE8825	K11796
NVE8863	K07304
NVE8867	K00731
NVE8870	K17509
NVE8919	K00542
NVE9149	K11838
NVE9171	K10268
NVE9215	K05193
NVE9240	K17410
NVE9273	K16681
NVE9280	K03627
NVE9286	K08339
NVE9296	K21625
NVE9329	K03953
NVE9406	K10410
NVE9413	K13517
NVE9422	K12857
NVE9425	K07374
NVE9453	K04231
NVE9457	K17341
NVE9470	K04705
NVE9490	K17505
NVE9523	K15445
NVE955	K05039
NVE9643	K01889
NVE9653	K21052
NVE97	K01025
NVE9799	K14409
NVE9851	K15420
NVE9889	K20098
NVE9899	K09699
NVE9909	K03307
NVE9925	K00643
NVE9929	K02493
NVE9960	K08491
NVE9987	K06698
# DESeq2/Condition GF vs bJ.A
NVE10195	K09656
NVE10197	K17398
NVE10214	K09705
NVE10334	K10252
NVE10427	K06279
NVE10976	K00476
NVE11147	K00036
NVE11158	K06631
NVE11295	K09666
NVE11351	K10356
NVE11506	K04612
NVE11514	K01077
NVE11517	K01077
NVE11688	K14411
NVE11841	K19363
NVE11846	K01948
NVE11847	K01948
NVE11875	K09664
NVE11883	K16866
NVE1217	K19914
NVE1227	K13811
NVE12374	K13912
NVE12495	K12373
NVE12755	K08465
NVE12757	K06756
NVE1282	K08889
NVE12944	K07375
NVE13129	K00966
NVE13231	K15015
NVE1360	K13297
NVE1369	K20726
NVE14076	K19360
NVE14180	K07911
NVE14201	K05692
NVE14301	K00698
NVE14592	K01307
NVE14677	K09057
NVE14848	K00966
NVE15261	K04397
NVE15378	K07427
NVE15380	K07427
NVE15673	K17414
NVE15678	K22390
NVE15731	K19911
NVE1591	K20795
NVE15926	K05941
NVE15963	K05857
NVE16000	K11977
NVE1609	K01201
NVE16336	K21554
NVE16354	K09442
NVE1639	K04488
NVE16441	K04967
NVE16532	K14213
NVE1679	K10277
NVE17404	K10478
NVE1747	K11547
NVE17569	K01948
NVE17787	K12302
NVE17949	K10356
NVE18058	K01053
NVE18059	K01053
NVE18081	K08360
NVE18114	K02270
NVE18284	K11251
NVE18484	K09355
NVE1852	K04984
NVE18588	K05673
NVE18687	K05996
NVE18719	K14938
NVE19003	K14613
NVE19025	K08833
NVE19053	K19863
NVE19183	K05768
NVE19737	K17261
NVE19765	K11730
NVE20177	K16353
NVE20303	K05692
NVE20305	K05692
NVE20403	K10450
NVE20431	K04425
NVE2058	K01206
NVE2080	K02223
NVE20857	K15293
NVE20916	K10249
NVE21107	K19721
NVE21227	K21396
NVE21246	K08202
NVE21271	K00942
NVE21432	K00031
NVE21538	K04978
NVE21586	K08606
NVE21843	K00297
NVE21874	K00031
NVE22050	K01279
NVE22201	K05695
NVE22243	K17509
NVE22414	K00963
NVE2242	K01441
NVE22444	K01958
NVE22530	K02183
NVE22575	K21737
NVE2258	K10268
NVE22740	K15290
NVE22752	K03294
NVE23257	K01958
NVE2328	K13868
NVE2336	K17086
NVE23390	K17725
NVE23609	K16669
NVE23976	K02257
NVE24126	K04969
NVE24297	K00261
NVE24392	K05126
NVE24815	K13866
NVE24826	K00456
NVE2489	K20360
NVE2496	K01835
NVE2501	K05857
NVE25021	K09491
NVE25222	K05673
NVE25267	K12389
NVE25329	K04150
NVE25364	K17341
NVE25479	K07832
NVE25488	K19347
NVE25569	K00522
NVE25599	K00474
NVE2562	K10350
NVE25649	K10295
NVE25651	K08228
NVE25705	K10749
NVE25875	K12132
NVE26069	K08606
NVE2635	K12132
NVE2773	K06639
NVE2904	K21988
NVE2988	K08369
NVE3273	K05673
NVE3290	K11135
NVE3324	K19363
NVE3457	K05766
NVE3462	K18592
NVE3498	K08547
NVE3513	K01262
NVE3566	K01648
NVE3638	K21196
NVE3893	K17928
NVE4179	K13912
NVE4229	K09458
NVE4313	K10277
NVE4716	K07192
NVE4741	K11089
NVE4742	K11089
NVE48	K12373
NVE4856	K03098
NVE5120	K00471
NVE5223	K01365
NVE5331	K09381
NVE5408	K09057
NVE5447	K19873
NVE5606	K22078
NVE5647	K15377
NVE5880	K08621
NVE59	K19501
NVE6122	K07526
NVE6332	K00207
NVE6497	K08791
NVE6502	K10358
NVE6574	K01285
NVE7070	K17866
NVE7122	K09592
NVE729	K08369
NVE7363	K19873
NVE7492	K10267
NVE7762	K05863
NVE7910	K00522
NVE8101	K11251
NVE8199	K17894
NVE8205	K07364
NVE8399	K09228
NVE8492	K03142
NVE8640	K08059
NVE8679	K09090
NVE8863	K07304
NVE8870	K17509
NVE8972	K01565
NVE9052	K06677
NVE9253	K12348
NVE9354	K01363
NVE9413	K13517
NVE9576	K10636
NVE97	K01025
NVE9883	K09428
NVE9925	K00643
# DESeq2/Condition GF vs bE.A
NVE10037	K05673
NVE10052	K06642
NVE10083	K12193
NVE10195	K09656
NVE10197	K17398
NVE10334	K10252
NVE10427	K06279
NVE10493	K13696
NVE10494	K13696
NVE10555	K09347
NVE10626	K06626
NVE10657	K05636
NVE10808	K10478
NVE10865	K05755
NVE10930	K00688
NVE10976	K00476
NVE11123	K01639
NVE11247	K08268
NVE11295	K09666
NVE11338	K13990
NVE11362	K06238
NVE1138	K01669
NVE11506	K04612
NVE11514	K01077
NVE1165	K07378
NVE11674	K03910
NVE11781	K06855
NVE11827	K15100
NVE11841	K19363
NVE11846	K01948
NVE11847	K01948
NVE11883	K16866
NVE11918	K09490
NVE11928	K07368
NVE12139	K13352
NVE1217	K19914
NVE12192	K04307
NVE12366	K19947
NVE12374	K13912
NVE12605	K16469
NVE1264	K00972
NVE12650	K09582
NVE12675	K01110
NVE12755	K08465
NVE12757	K06756
NVE1282	K08889
NVE12866	K06890
NVE12944	K07375
NVE12966	K12389
NVE13003	K17964
NVE13031	K11492
NVE13039	K19912
NVE13076	K04375
NVE13129	K00966
NVE13150	K03671
NVE13177	K09487
NVE13231	K15015
NVE13593	K17341
NVE1360	K13297
NVE1392	K06532
NVE13923	K12384
NVE13930	K05931
NVE14076	K19360
NVE14201	K05692
NVE14208	K01681
NVE14220	K05750
NVE14277	K20705
NVE14301	K00698
NVE14309	K09454
NVE1447	K00939
NVE14510	K07925
NVE14592	K01307
NVE14608	K09402
NVE14677	K09057
NVE14777	K15293
NVE1495	K20478
NVE14953	K17341
NVE14954	K17341
NVE15086	K09511
NVE15105	K04373
NVE15239	K19721
NVE15261	K04397
NVE15324	K07424
NVE15380	K07427
NVE15469	K04646
NVE15730	K19904
NVE15731	K19911
NVE15767	K09593
NVE15797	K18081
NVE15838	K11418
NVE15854	K12751
NVE1591	K20795
NVE15926	K05941
NVE15963	K05857
NVE15974	K06215
NVE16000	K11977
NVE1602	K16353
NVE1609	K01201
NVE16181	K00820
NVE16308	K05768
NVE16318	K20285
NVE16354	K09442
NVE1639	K04488
NVE16441	K04967
NVE16453	K17266
NVE16481	K06816
NVE16494	K04988
NVE16608	K05754
NVE1679	K10277
NVE168	K06106
NVE16898	K05855
NVE16915	K20520
NVE17003	K00365
NVE17048	K20526
NVE17098	K10260
NVE17149	K04968
NVE17197	K01868
NVE17369	K17698
NVE17404	K10478
NVE17569	K01948
NVE17646	K05747
NVE17787	K12302
NVE17802	K06777
NVE17877	K05619
NVE1793	K17087
NVE18023	K21398
NVE18058	K01053
NVE18075	K05758
NVE18094	K00973
NVE18114	K02270
NVE1852	K04984
NVE18524	K10641
NVE18585	K05673
NVE18587	K05673
NVE18588	K05673
NVE1859	K18668
NVE18678	K06054
NVE18687	K05996
NVE18719	K14938
NVE19003	K14613
NVE19007	K06841
NVE19008	K20180
NVE19025	K08833
NVE19053	K19863
NVE19065	K04729
NVE19108	K09407
NVE19132	K15275
NVE19178	K01719
NVE19183	K05768
NVE19511	K17495
NVE19737	K17261
NVE19804	K19363
NVE19868	K01415
NVE19899	K01204
NVE19960	K06630
NVE20177	K16353
NVE20247	K08369
NVE20303	K05692
NVE20347	K14005
NVE20403	K10450
NVE20409	K00214
NVE20494	K12233
NVE20506	K10364
NVE20576	K11140
NVE20648	K19721
NVE20759	K15279
NVE2080	K02223
NVE20857	K15293
NVE21011	K02259
NVE21091	K08741
NVE21105	K19721
NVE21126	K20795
NVE21128	K20795
NVE2113	K04534
NVE21247	K08202
NVE21271	K00942
NVE21452	K01836
NVE21503	K00922
NVE21843	K00297
NVE21910	K18584
NVE21987	K14007
NVE21999	K17503
NVE22045	K09608
NVE22050	K01279
NVE22193	K00413
NVE22200	K17253
NVE22201	K05695
NVE2223	K00544
NVE22243	K17509
NVE22414	K00963
NVE22444	K01958
NVE2252	K13044
NVE22530	K02183
NVE2267	K07376
NVE2273	K05306
NVE22740	K15290
NVE22752	K03294
NVE22978	K07752
NVE22991	K16353
NVE23028	K15789
NVE23201	K20352
NVE23211	K08493
NVE23339	K12230
NVE23354	K19199
NVE23359	K05673
NVE2336	K17086
NVE23390	K17725
NVE23609	K16669
NVE23921	K04248
NVE23924	K04249
NVE23976	K02257
NVE23990	K10949
NVE24126	K04969
NVE24130	K10345
NVE24134	K01530
NVE24140	K00789
NVE24188	K12751
NVE24193	K05673
NVE24244	K11417
NVE24297	K00261
NVE2446	K12382
NVE24493	K17267
NVE24600	K09515
NVE24728	K01869
NVE24813	K00471
NVE24815	K13866
NVE24826	K00456
NVE24834	K05463
NVE2496	K01835
NVE24988	K21548
NVE25009	K01081
NVE25021	K09491
NVE25076	K17260
NVE25126	K07874
NVE25222	K05673
NVE25257	K02649
NVE25266	K12389
NVE25267	K12389
NVE25329	K04150
NVE25388	K17543
NVE25517	K04456
NVE25599	K00474
NVE25601	K11804
NVE25651	K08228
NVE25664	K08202
NVE25875	K12132
NVE25889	K06620
NVE26069	K08606
NVE26076	K07293
NVE2689	K03377
NVE2773	K06639
NVE2932	K16942
NVE2963	K16896
NVE3113	K20478
NVE3124	K19269
NVE3191	K00323
NVE3273	K05673
NVE3324	K19363
NVE3404	K00280
NVE3457	K05766
NVE3462	K18592
NVE3482	K07192
NVE3513	K01262
NVE3966	K05673
NVE4127	K02265
NVE4179	K13912
NVE4208	K10297
NVE4236	K17264
NVE4258	K12164
NVE4313	K10277
NVE4411	K12389
NVE4423	K04362
NVE4509	K06835
NVE4573	K01810
NVE4585	K13868
NVE4716	K07192
NVE4856	K03098
NVE4881	K10086
NVE5120	K00471
NVE520	K19603
NVE5223	K01365
NVE5331	K09381
NVE5349	K05728
NVE5422	K07378
NVE5446	K05093
NVE545	K08892
NVE546	K12132
NVE5526	K14209
NVE5606	K22078
NVE5647	K15377
NVE5649	K16731
NVE572	K13240
NVE5875	K20478
NVE5877	K20478
NVE5899	K07440
NVE59	K19501
NVE6113	K05287
NVE6122	K07526
NVE6262	K01128
NVE6332	K00207
NVE6399	K10712
NVE6411	K17266
NVE6502	K10358
NVE6592	K05305
NVE6748	K13525
NVE6930	K04266
NVE6951	K08738
NVE6987	K12186
NVE7122	K09592
NVE7274	K10359
NVE729	K08369
NVE7492	K10267
NVE7520	K20526
NVE7811	K06093
NVE79	K13649
NVE7949	K04043
NVE8071	K01183
NVE8185	K00262
NVE8205	K07364
NVE8257	K21956
NVE8399	K09228
NVE8468	K21032
NVE8600	K11182
NVE8640	K08059
NVE865	K05305
NVE8679	K09090
NVE8752	K01080
NVE8863	K07304
NVE8870	K17509
NVE9018	K14025
NVE9077	K12804
NVE911	K04856
NVE9159	K03841
NVE9312	K00504
NVE9413	K13517
NVE9470	K04705
NVE9576	K10636
NVE9647	K18422
NVE9883	K09428
NVE9925	K00643
# DESeq2/Condition bA.A vs wt
NVE100	K07152
NVE10002	K08958
NVE1001	K12373
NVE10017	K14709
NVE10021	K17341
NVE10024	K17268
NVE10026	K01663
NVE10037	K05673
NVE10038	K01444
NVE10049	K03918
NVE10050	K01307
NVE10052	K06642
NVE10053	K06642
NVE10059	K05542
NVE10060	K12881
NVE10083	K12193
NVE10086	K11498
NVE10089	K00030
NVE10093	K15464
NVE10098	K08621
NVE10099	K08632
NVE10100	K10521
NVE10101	K15030
NVE10122	K03320
NVE10157	K16911
NVE10164	K11795
NVE10170	K17495
NVE10173	K13697
NVE10174	K12586
NVE10177	K05094
NVE10179	K06237
NVE10183	K03064
NVE10185	K16816
NVE10193	K04615
NVE10195	K09656
NVE10197	K17398
NVE10199	K14295
NVE1020	K17575
NVE10201	K06111
NVE10214	K09705
NVE10215	K22125
NVE10216	K12232
NVE10220	K04354
NVE10252	K20478
NVE10253	K00472
NVE10293	K10408
NVE10311	K13173
NVE10318	K10744
NVE10331	K18411
NVE10348	K09680
NVE10370	K18735
NVE10378	K13431
NVE10393	K10801
NVE10415	K15146
NVE10421	K20163
NVE10422	K14326
NVE10439	K10591
NVE10441	K03522
NVE10447	K21439
NVE10484	K17794
NVE10495	K11729
NVE1050	K04984
NVE10506	K18259
NVE10522	K16724
NVE10527	K12021
NVE10531	K15109
NVE10552	K17919
NVE10557	K08029
NVE10565	K06129
NVE10574	K02542
NVE10581	K20217
NVE10619	K02146
NVE10620	K10733
NVE10632	K00069
NVE10642	K03433
NVE10643	K02906
NVE10649	K13091
NVE10656	K10457
NVE10708	K22139
NVE10720	K07951
NVE10731	K16770
NVE10734	K09582
NVE1074	K03951
NVE10746	K05765
NVE10762	K00281
NVE10763	K16860
NVE10779	K19873
NVE10787	K04567
NVE10790	K18342
NVE10806	K14347
NVE1081	K15365
NVE10829	K22075
NVE10841	K18953
NVE10852	K03939
NVE10853	K02183
NVE10857	K02263
NVE10865	K05755
NVE10867	K12604
NVE10868	K00432
NVE10879	K01365
NVE10880	K01672
NVE10890	K04799
NVE10929	K17419
NVE1093	K14829
NVE10930	K00688
NVE10932	K19757
NVE10940	K08465
NVE10946	K07562
NVE10949	K02599
NVE10950	K02599
NVE10951	K02599
NVE1096	K16573
NVE10972	K04794
NVE10975	K02366
NVE10991	K17253
NVE11008	K22137
NVE11021	K17916
NVE11030	K05105
NVE11039	K01194
NVE11040	K17906
NVE1106	K12481
NVE11060	K08267
NVE11062	K03363
NVE11063	K20280
NVE11066	K04570
NVE11075	K05677
NVE1108	K19656
NVE11085	K01358
NVE1109	K20238
NVE1111	K04353
NVE11117	K03456
NVE11118	K12331
NVE11119	K12331
NVE11122	K11583
NVE11147	K00036
NVE11155	K19755
NVE11156	K18180
NVE11159	K10839
NVE11169	K08202
NVE11184	K02145
NVE11187	K11849
NVE11190	K06082
NVE112	K08963
NVE11204	K00750
NVE11208	K03521
NVE11215	K02156
NVE11219	K03038
NVE11221	K19400
NVE11227	K11667
NVE11229	K22422
NVE11230	K01365
NVE11231	K18080
NVE11235	K13126
NVE11246	K18400
NVE11247	K08268
NVE11249	K21889
NVE11250	K00744
NVE11261	K10369
NVE11262	K17356
NVE11270	K02184
NVE11280	K22210
NVE11282	K17495
NVE11283	K12236
NVE11295	K09666
NVE11306	K11090
NVE11319	K09339
NVE11321	K04237
NVE11322	K01880
NVE11323	K04911
NVE11333	K12869
NVE11337	K00710
NVE11338	K13990
NVE11339	K05719
NVE11346	K00921
NVE1135	K03243
NVE11357	K12160
NVE11365	K14838
NVE11370	K11363
NVE1138	K01669
NVE11387	K04552
NVE11389	K10421
NVE11391	K21486
NVE11406	K17916
NVE11407	K09542
NVE11413	K08876
NVE11428	K14777
NVE11449	K14769
NVE11452	K21760
NVE11463	K07199
NVE11465	K00161
NVE11483	K13093
NVE11484	K10771
NVE11485	K05662
NVE1149	K04809
NVE11492	K00799
NVE11506	K04612
NVE11511	K20044
NVE11532	K17920
NVE11535	K01080
NVE11538	K01239
NVE11539	K01254
NVE11540	K05607
NVE1155	K13525
NVE1157	K04615
NVE11577	K01620
NVE11580	K01245
NVE11588	K00600
NVE11589	K00600
NVE1159	K17253
NVE11613	K00738
NVE11632	K10080
NVE11649	K13343
NVE1165	K07378
NVE11678	K03454
NVE11689	K14411
NVE11713	K09488
NVE11717	K07953
NVE11718	K09310
NVE11722	K16769
NVE11743	K20473
NVE11745	K12389
NVE11749	K05636
NVE1175	K08515
NVE11761	K01889
NVE1178	K13146
NVE11781	K06855
NVE1179	K01183
NVE1180	K10106
NVE11802	K12876
NVE11823	K11150
NVE11826	K10389
NVE11827	K15100
NVE1183	K09108
NVE11833	K16669
NVE11840	K08496
NVE11860	K11407
NVE11878	K03005
NVE11908	K21853
NVE11909	K21853
NVE11910	K21853
NVE11918	K09490
NVE11919	K04043
NVE11920	K10143
NVE11922	K14963
NVE11926	K03926
NVE11927	K15182
NVE11928	K07368
NVE11941	K01301
NVE11943	K17885
NVE11959	K11493
NVE11962	K04796
NVE11963	K14564
NVE1201	K13342
NVE12020	K02599
NVE12027	K09273
NVE12028	K09288
NVE12051	K03231
NVE12053	K11549
NVE12074	K11154
NVE12085	K07249
NVE12089	K10349
NVE12094	K03234
NVE12095	K00572
NVE12096	K11500
NVE12111	K17578
NVE12112	K00914
NVE12113	K11546
NVE12115	K15118
NVE1212	K11091
NVE12129	K10457
NVE12131	K04231
NVE12139	K13352
NVE12141	K10359
NVE12149	K03245
NVE12150	K21862
NVE12158	K05849
NVE12162	K14529
NVE12164	K02331
NVE12172	K18733
NVE12173	K10594
NVE12176	K07424
NVE12178	K01077
NVE12192	K04307
NVE12196	K10656
NVE12216	K04984
NVE12228	K12882
NVE12235	K02202
NVE12236	K04353
NVE12240	K04522
NVE12246	K01867
NVE1226	K13811
NVE12260	K08835
NVE1227	K13811
NVE12303	K16942
NVE12312	K14822
NVE12328	K09531
NVE12336	K12402
NVE12342	K07904
NVE12343	K15191
NVE12346	K19473
NVE12356	K20283
NVE12378	K12035
NVE1238	K00049
NVE12380	K19721
NVE12389	K00759
NVE12396	K08851
NVE12397	K11147
NVE12401	K14790
NVE12428	K07943
NVE12441	K04712
NVE12456	K02907
NVE12458	K20368
NVE1247	K06271
NVE12495	K12373
NVE12517	K00714
NVE12519	K11251
NVE12522	K16172
NVE12524	K14808
NVE12527	K03942
NVE12558	K10380
NVE12565	K10380
NVE1259	K04526
NVE126	K14951
NVE12610	K15198
NVE12627	K03028
NVE1264	K00972
NVE12649	K00760
NVE12650	K09582
NVE12654	K11731
NVE12665	K07827
NVE12669	K15161
NVE12677	K01047
NVE1268	K09627
NVE12688	K17387
NVE12704	K15112
NVE12705	K14555
NVE12739	K08187
NVE1274	K11140
NVE12748	K09848
NVE12750	K00232
NVE12751	K12405
NVE12759	K02734
NVE1276	K20478
NVE12762	K09268
NVE12789	K21066
NVE12804	K03351
NVE12805	K00008
NVE12823	K14411
NVE12824	K03174
NVE12849	K02151
NVE1285	K04659
NVE12850	K00020
NVE12851	K00020
NVE12852	K20636
NVE12856	K11651
NVE1286	K16866
NVE12867	K03258
NVE12873	K14399
NVE12874	K00275
NVE12884	K10684
NVE12885	K12168
NVE12889	K11716
NVE12898	K02213
NVE12901	K04598
NVE12903	K04550
NVE12904	K06233
NVE12905	K08824
NVE12908	K00734
NVE1291	K02548
NVE12911	K10408
NVE12914	K11850
NVE12922	K06560
NVE12928	K06560
NVE1293	K01793
NVE12932	K18212
NVE12933	K15448
NVE12938	K04987
NVE12941	K19673
NVE12944	K07375
NVE12945	K21989
NVE12949	K12619
NVE12952	K15731
NVE12955	K03066
NVE12957	K10523
NVE12958	K17356
NVE1296	K05463
NVE12962	K14616
NVE12966	K12389
NVE12969	K17972
NVE12979	K04950
NVE12985	K21919
NVE12986	K00079
NVE12987	K01783
NVE1299	K04984
NVE12991	K12567
NVE12992	K12567
NVE12994	K12818
NVE12996	K17278
NVE13001	K14611
NVE13003	K17964
NVE13009	K09497
NVE13010	K00140
NVE13011	K21775
NVE13014	K03106
NVE13015	K06115
NVE13027	K11997
NVE1303	K15104
NVE13031	K11492
NVE1307	K19328
NVE13080	K03353
NVE13088	K08342
NVE1309	K19328
NVE13093	K08371
NVE13094	K06777
NVE1311	K12275
NVE1312	K01197
NVE13123	K11427
NVE13124	K12870
NVE13125	K11352
NVE13129	K00966
NVE13135	K00139
NVE13138	K07955
NVE13139	K17782
NVE13144	K03013
NVE1315	K00861
NVE13163	K00615
NVE13170	K13528
NVE13171	K14561
NVE13177	K09487
NVE13183	K10129
NVE13205	K13347
NVE13206	K02830
NVE13207	K07019
NVE13246	K10736
NVE13249	K08779
NVE13266	K07178
NVE13277	K04946
NVE1330	K02148
NVE13302	K03966
NVE13307	K07393
NVE13312	K01895
NVE13313	K11855
NVE13315	K04374
NVE13324	K18203
NVE13342	K04314
NVE13347	K09523
NVE13350	K19677
NVE13366	K04523
NVE13368	K06840
NVE13389	K13748
NVE13400	K09267
NVE13401	K12185
NVE13412	K04135
NVE13413	K02296
NVE13417	K08731
NVE13418	K19944
NVE13419	K07964
NVE13423	K01477
NVE13460	K21890
NVE13468	K05206
NVE13474	K04800
NVE13493	K15162
NVE13500	K00486
NVE13506	K13748
NVE13508	K05396
NVE13515	K09506
NVE13516	K12394
NVE13520	K08343
NVE13528	K09216
NVE13529	K05769
