"","transcript","ORF","cluster","bE","bJ","bA","SP","No.TM","KO","Kegg"
"35464","NVE22580","Gene.34360::NVE22580::g.34360::m.34360","cluster8809",0,0,0,"N",0,"",""
"35465","NVE22580","Gene.34361::NVE22580::g.34361::m.34361","cluster1057",0,0,0,"N",1,"",""
"35466","NVE22580","Gene.34362::NVE22580::g.34362::m.34362","cluster4947",0,0,0,"N",0,"",""
"58","NVE2016","Gene.3275::NVE2016::g.3275::m.3275","cluster43",0,0,0,"N",0,"K06254","AGRN; agrin"
"11025","NVE2016","Gene.3276::NVE2016::g.3276::m.3276","cluster5793",0,0,0,"N",0,"",""
"11026","NVE2016","Gene.3277::NVE2016::g.3277::m.3277","cluster3388",0,0,0,"N",0,"",""
"11027","NVE2016","Gene.3278::NVE2016::g.3278::m.3278","cluster7346",0,0,0,"N",0,"",""
"59","NVE22453","Gene.34141::NVE22453::g.34141::m.34141","cluster19",0,0,0,"N",11,"K04988","PKD1L2; polycystin 1L2"
"35291","NVE22453","Gene.34142::NVE22453::g.34142::m.34142","cluster3056",0,0,0,"N",0,"",""
"35292","NVE22453","Gene.34143::NVE22453::g.34143::m.34143","cluster4482",0,0,0,"N",0,"",""
"35293","NVE22453","Gene.34144::NVE22453::g.34144::m.34144","cluster1085",0,0,0,"Y",1,"",""
"35294","NVE22453","Gene.34145::NVE22453::g.34145::m.34145","cluster4459",0,0,0,"N",1,"",""
"60","NVE862","Gene.1480::NVE862::g.1480::m.1480","cluster557",0,0,0,"N",0,"K11765","ARID2; AT-rich interactive domain-containing protein 2"
"9600","NVE862","Gene.1481::NVE862::g.1481::m.1481","cluster1598",0,0,0,"N",0,"",""
"9601","NVE862","Gene.1482::NVE862::g.1482::m.1482","cluster1583",0,0,0,"N",0,"",""
"9602","NVE862","Gene.1483::NVE862::g.1483::m.1483","cluster539",0,0,0,"N",0,"",""
"61","NVE23141","Gene.35177::NVE23141::g.35177::m.35177","cluster21",0,0,0,"N",11,"K05673","ABCC4; ATP-binding cassette, subfamily C (CFTR/MRP), member 4"
"36131","NVE23141","Gene.35178::NVE23141::g.35178::m.35178","cluster3003",0,0,0,"N",4,"",""
"36132","NVE23141","Gene.35179::NVE23141::g.35179::m.35179","cluster2052",0,0,0,"N",0,"",""
"36133","NVE23141","Gene.35180::NVE23141::g.35180::m.35180","cluster1139",0,0,0,"N",0,"",""
"62","NVE18627","Gene.28408::NVE18627::g.28408::m.28408","cluster557",0,0,0,"N",0,"K11653","ARID1; AT-rich interactive domain-containing protein 1"
"30808","NVE18627","Gene.28409::NVE18627::g.28409::m.28409","cluster1684",0,0,0,"N",0,"",""
"30809","NVE18627","Gene.28410::NVE18627::g.28410::m.28410","cluster580",0,0,0,"N",0,"",""
"30810","NVE18627","Gene.28411::NVE18627::g.28411::m.28411","cluster1896",0,0,0,"N",0,"",""
"63","NVE1625","Gene.2657::NVE1625::g.2657::m.2657","cluster25",0,0,0,"N",0,"K17915","KIF14; kinesin family member 14"
"10541","NVE1625","Gene.2658::NVE1625::g.2658::m.2658","cluster4410",0,0,0,"N",0,"",""
"10542","NVE1625","Gene.2659::NVE1625::g.2659::m.2659","cluster5373",0,0,0,"N",1,"",""
"64","NVE445","Gene.830::NVE445::g.830::m.830","cluster610",0,0,0,"N",0,"K02999","RPA1; DNA-directed RNA polymerase I subunit RPA1 [EC:2.7.7.6]"
"65","NVE22978","Gene.34936::NVE22978::g.34936::m.34936","cluster844",1,0,0,"N",1,"K07752","CPD; carboxypeptidase D [EC:3.4.17.22]"
"66","NVE22408","Gene.34066::NVE22408::g.34066::m.34066","cluster21",0,0,0,"N",11,"K05673","ABCC4; ATP-binding cassette, subfamily C (CFTR/MRP), member 4"
"35235","NVE22408","Gene.34067::NVE22408::g.34067::m.34067","cluster1873",0,0,0,"N",0,"",""
"35236","NVE22408","Gene.34068::NVE22408::g.34068::m.34068","cluster2321",0,0,0,"N",0,"",""
"67","NVE20445","Gene.31055::NVE20445::g.31055::m.31055","cluster2621",0,0,0,"N",0,"K08789","MAST; microtubule-associated serine/threonine kinase [EC:2.7.11.1]"
"32875","NVE20445","Gene.31056::NVE20445::g.31056::m.31056","cluster639",0,0,0,"N",0,"",""
"32876","NVE20445","Gene.31057::NVE20445::g.31057::m.31057","cluster366",0,0,0,"N",0,"",""
"68","NVE16617","Gene.25451::NVE16617::g.25451::m.25451","cluster2711",0,0,0,"N",0,"K10866","RAD50; DNA repair protein RAD50 [EC:3.6.-.-]"
"28465","NVE16617","Gene.25452::NVE16617::g.25452::m.25452","cluster1858",0,0,0,"N",0,"",""
"28466","NVE16617","Gene.25453::NVE16617::g.25453::m.25453","cluster2660",0,0,0,"N",0,"",""
"69","NVE12597","Gene.19292::NVE12597::g.19292::m.19292","cluster1087",0,0,0,"Y",2,"K06530","CD109; CD109 antigen"
"23621","NVE12597","Gene.19293::NVE12597::g.19293::m.19293","cluster808",0,0,0,"N",2,"",""
"23622","NVE12597","Gene.19294::NVE12597::g.19294::m.19294","cluster7081",0,0,0,"N",0,"",""
"70","NVE5595","Gene.8663::NVE5595::g.8663::m.8663","cluster5099",0,0,0,"N",0,"K09228","KRAB; KRAB domain-containing zinc finger protein"
"15226","NVE5595","Gene.8664::NVE5595::g.8664::m.8664","cluster1835",0,0,0,"N",0,"",""
"71","NVE3457","Gene.5468::NVE3457::g.5468::m.5468","cluster3577",0,1,0,"N",0,"K05766","SSH; protein phosphatase slingshot [EC:3.1.3.16 3.1.3.48]"
"12721","NVE3457","Gene.5469::NVE3457::g.5469::m.5469","cluster3341",0,1,0,"N",0,"",""
"12722","NVE3457","Gene.5470::NVE3457::g.5470::m.5470","cluster3048",0,1,0,"N",1,"",""
"72","NVE8515","Gene.12995::NVE8515::g.12995::m.12995","cluster433",0,0,0,"N",15,"K00698","CHS1; chitin synthase [EC:2.4.1.16]"
"18662","NVE8515","Gene.12996::NVE8515::g.12996::m.12996","cluster3129",0,0,0,"N",1,"",""
"18663","NVE8515","Gene.12997::NVE8515::g.12997::m.12997","cluster2651",0,0,0,"N",0,"",""
"18664","NVE8515","Gene.12998::NVE8515::g.12998::m.12998","cluster545",0,0,0,"N",0,"",""
"73","NVE4501","Gene.7036::NVE4501::g.7036::m.7036","cluster118",0,0,0,"N",0,"K08844","LRRK2; leucine-rich repeat kinase 2 [EC:2.7.11.1]"
"13957","NVE4501","Gene.7037::NVE4501::g.7037::m.7037","cluster469",0,0,0,"N",1,"",""
"13958","NVE4501","Gene.7038::NVE4501::g.7038::m.7038","cluster7806",0,0,0,"N",0,"",""
"74","NVE15238","Gene.23348::NVE15238::g.23348::m.23348","cluster27",0,0,0,"N",0,"K19721","COL5AS; collagen, type V/XI/XXIV/XXVII, alpha"
"26826","NVE15238","Gene.23349::NVE15238::g.23349::m.23349","cluster11",0,0,0,"N",0,"",""
"26827","NVE15238","Gene.23350::NVE15238::g.23350::m.23350","cluster596",0,0,0,"N",0,"",""
"26828","NVE15238","Gene.23351::NVE15238::g.23351::m.23351","cluster890",0,0,0,"N",0,"",""
"26829","NVE15238","Gene.23352::NVE15238::g.23352::m.23352","cluster406",0,0,0,"N",0,"",""
"75","NVE7230","Gene.11057::NVE7230::g.11057::m.11057","cluster1899",0,0,0,"N",0,"K19937","RAB3GAP2; Rab3 GTPase-activating protein non-catalytic subunit"
"17123","NVE7230","Gene.11058::NVE7230::g.11058::m.11058","cluster4460",0,0,0,"N",0,"",""
"17124","NVE7230","Gene.11059::NVE7230::g.11059::m.11059","cluster72",0,0,0,"N",0,"",""
"76","NVE24137","Gene.36647::NVE24137::g.36647::m.36647","cluster2064",0,0,0,"N",0,"K04498","EP300; E1A/CREB-binding protein [EC:2.3.1.48]"
"37287","NVE24137","Gene.36648::NVE24137::g.36648::m.36648","cluster2141",0,0,0,"N",1,"",""
"37288","NVE24137","Gene.36649::NVE24137::g.36649::m.36649","cluster5834",0,0,0,"N",2,"",""
"37289","NVE24137","Gene.36650::NVE24137::g.36650::m.36650","cluster2344",0,0,0,"N",0,"",""
"77","NVE1398","Gene.2322::NVE1398::g.2322::m.2322","cluster1166",0,0,0,"N",0,"K10728","TOPBP1; topoisomerase (DNA) II binding protein 1"
"10279","NVE1398","Gene.2323::NVE1398::g.2323::m.2323","cluster3972",0,0,0,"N",0,"",""
"10280","NVE1398","Gene.2324::NVE1398::g.2324::m.2324","cluster2794",0,0,0,"N",2,"",""
"78","NVE22985","Gene.34951::NVE22985::g.34951::m.34951","cluster839",0,0,0,"N",0,"K11502","CENPJ; centromere protein J"
"35951","NVE22985","Gene.34952::NVE22985::g.34952::m.34952","cluster1288",0,0,0,"Y",0,"",""
"79","NVE22456","Gene.34155::NVE22456::g.34155::m.34155","cluster19",0,0,0,"N",11,"K04988","PKD1L2; polycystin 1L2"
"35302","NVE22456","Gene.34156::NVE22456::g.34156::m.34156","cluster1804",0,0,0,"N",0,"",""
"35303","NVE22456","Gene.34157::NVE22456::g.34157::m.34157","cluster1085",0,0,0,"Y",0,"",""
"35304","NVE22456","Gene.34158::NVE22456::g.34158::m.34158","cluster997",0,0,0,"N",0,"",""
"80","NVE12225","Gene.18754::NVE12225::g.18754::m.18754","cluster1745",0,0,0,"N",0,"K16589","HAUS6; HAUS augmin-like complex subunit 6"
"23184","NVE12225","Gene.18755::NVE12225::g.18755::m.18755","cluster269",0,0,0,"N",0,"",""
"23185","NVE12225","Gene.18756::NVE12225::g.18756::m.18756","cluster22",0,0,0,"N",0,"",""
"81","NVE14902","Gene.22861::NVE14902::g.22861::m.22861","cluster530",0,0,0,"Y",0,"K19511","PXDN; peroxidase [EC:1.11.1.7]"
"26452","NVE14902","Gene.22862::NVE14902::g.22862::m.22862","cluster401",0,0,0,"N",0,"",""
"82","NVE4213","Gene.6582::NVE4213::g.6582::m.6582","cluster1023",0,0,0,"N",0,"K18040","PTPN23; tyrosine-protein phosphatase non-receptor type 23 [EC:3.1.3.48]"
"13601","NVE4213","Gene.6583::NVE4213::g.6583::m.6583","cluster300",0,0,0,"N",4,"",""
"13602","NVE4213","Gene.6584::NVE4213::g.6584::m.6584","cluster6069",0,0,0,"N",0,"",""
"13603","NVE4213","Gene.6585::NVE4213::g.6585::m.6585","cluster4126",0,0,0,"N",0,"",""
"13604","NVE4213","Gene.6586::NVE4213::g.6586::m.6586","cluster1172",0,0,0,"N",0,"",""
"83","NVE23574","Gene.35766::NVE23574::g.35766::m.35766","cluster275",0,0,0,"Y",1,"K06766","NEO1; neogenin"
"36570","NVE23574","Gene.35767::NVE23574::g.35767::m.35767","cluster7027",0,0,0,"N",0,"",""
"36571","NVE23574","Gene.35768::NVE23574::g.35768::m.35768","cluster1762",0,0,0,"N",4,"",""
"84","NVE9574","Gene.14633::NVE9574::g.14633::m.14633","cluster4294",0,0,0,"N",0,"K16725","CEP192; centrosomal protein CEP192"
"85","NVE3190","Gene.5065::NVE3190::g.5065::m.5065","cluster18",0,0,0,"N",1,"K05094","FGFR3; fibroblast growth factor receptor 3 [EC:2.7.10.1]"
"12413","NVE3190","Gene.5066::NVE3190::g.5066::m.5066","cluster144",0,0,0,"N",2,"",""
"86","NVE4482","Gene.7011::NVE4482::g.7011::m.7011","cluster150",0,0,0,"N",0,"K10593","EDD1; E3 ubiquitin-protein ligase EDD1 [EC:2.3.2.26]"
"13939","NVE4482","Gene.7012::NVE4482::g.7012::m.7012","cluster135",0,0,0,"N",0,"",""
"87","NVE15859","Gene.24282::NVE15859::g.24282::m.24282","cluster18",0,0,0,"Y",1,"K05094","FGFR3; fibroblast growth factor receptor 3 [EC:2.7.10.1]"
"27544","NVE15859","Gene.24283::NVE15859::g.24283::m.24283","cluster1958",0,0,0,"Y",0,"",""
"88","NVE11321","Gene.17329::NVE11321::g.17329::m.17329","cluster1207",0,0,0,"N",0,"K04237","PARD3; partitioning defective protein 3"
"22070","NVE11321","Gene.17330::NVE11321::g.17330::m.17330","cluster3383",0,0,0,"N",0,"",""
"22071","NVE11321","Gene.17331::NVE11321::g.17331::m.17331","cluster6379",0,0,0,"Y",2,"",""
"22072","NVE11321","Gene.17332::NVE11321::g.17332::m.17332","cluster3873",0,0,0,"N",0,"",""
"89","NVE10522","Gene.16143::NVE10522::g.16143::m.16143","cluster1513",0,0,0,"N",0,"K16724","STIL; SCL-interrupting locus protein"
"21117","NVE10522","Gene.16144::NVE10522::g.16144::m.16144","cluster5446",0,0,0,"Y",0,"",""
"21118","NVE10522","Gene.16145::NVE10522::g.16145::m.16145","cluster876",0,0,0,"N",0,"",""
"21119","NVE10522","Gene.16146::NVE10522::g.16146::m.16146","cluster2233",0,0,0,"N",0,"",""
"90","NVE10536","Gene.16167::NVE10536::g.16167::m.16167","cluster41",0,0,0,"N",2,"K08621","ADAMTS6; a disintegrin and metalloproteinase with thrombospondin motifs 6 [EC:3.4.24.-]"
"21135","NVE10536","Gene.16168::NVE10536::g.16168::m.16168","cluster3646",0,0,0,"N",0,"",""
"21136","NVE10536","Gene.16169::NVE10536::g.16169::m.16169","cluster4114",0,0,0,"N",0,"",""
"21137","NVE10536","Gene.16170::NVE10536::g.16170::m.16170","cluster4809",0,0,0,"N",0,"",""
"91","NVE7211","Gene.11032::NVE7211::g.11032::m.11032","cluster2364",0,0,0,"N",0,"K00548","metH; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
"17105","NVE7211","Gene.11033::NVE7211::g.11033::m.11033","cluster1115",0,0,0,"N",0,"",""
"92","NVE7439","Gene.11343::NVE7439::g.11343::m.11343","cluster58",0,0,0,"N",7,"K04605","GRM2_3; metabotropic glutamate receptor 2/3"
"17348","NVE7439","Gene.11344::NVE7439::g.11344::m.11344","cluster198",0,0,0,"N",0,"",""
"17349","NVE7439","Gene.11345::NVE7439::g.11345::m.11345","cluster1859",0,0,0,"N",0,"",""
"93","NVE65","Gene.113::NVE65::g.113::m.113","cluster8",0,0,0,"N",0,"K17538","PEAK1; pseudopodium-enriched atypical kinase 1 [EC:2.7.10.2]"
"8463","NVE65","Gene.114::NVE65::g.114::m.114","cluster6550",0,0,0,"N",0,"",""
"94","NVE17685","Gene.27071::NVE17685::g.27071::m.27071","cluster272",0,0,0,"N",0,"K05858","PLCB; phosphatidylinositol phospholipase C, beta [EC:3.1.4.11]"
"95","NVE2025","Gene.3289::NVE2025::g.3289::m.3289","cluster7348",0,0,0,"N",0,"K20190","HPS3; Hermansky-Pudlak syndrome 3 protein"
"11036","NVE2025","Gene.3290::NVE2025::g.3290::m.3290","cluster7350",0,0,0,"N",0,"",""
"11037","NVE2025","Gene.3291::NVE2025::g.3291::m.3291","cluster1541",0,0,0,"N",0,"",""
"96","NVE12950","Gene.19900::NVE12950::g.19900::m.19900","cluster509",0,0,0,"N",0,"K12619","XRN2; 5'-3' exoribonuclease 2 [EC:3.1.13.-]"
"24115","NVE12950","Gene.19901::NVE12950::g.19901::m.19901","cluster101",0,0,0,"N",2,"",""
"97","NVE2508","Gene.4035::NVE2508::g.4035::m.4035","cluster790",0,0,0,"N",0,"K12396","AP3D; AP-3 complex subunit delta"
"11616","NVE2508","Gene.4036::NVE2508::g.4036::m.4036","cluster7232",0,0,0,"N",1,"",""
"98","NVE24736","Gene.37465::NVE24736::g.37465::m.37465","cluster438",0,0,0,"N",0,"K17902","TBC1D4; TBC1 domain family member 4"
"37922","NVE24736","Gene.37466::NVE24736::g.37466::m.37466","cluster6491",0,0,0,"N",0,"",""
"37923","NVE24736","Gene.37467::NVE24736::g.37467::m.37467","cluster6491",0,0,0,"N",0,"",""
"99","NVE111","Gene.181::NVE111::g.181::m.181","cluster1573",0,0,0,"N",0,"K12968","ADAR; double-stranded RNA-specific adenosine deaminase [EC:3.5.4.37]"
"8515","NVE111","Gene.182::NVE111::g.182::m.182","cluster120",0,0,0,"N",0,"",""
"8516","NVE111","Gene.183::NVE111::g.183::m.183","cluster474",0,0,0,"N",0,"",""
"100","NVE12904","Gene.19774::NVE12904::g.19774::m.19774","cluster44",0,0,0,"N",1,"K06233","LRP2; low density lipoprotein-related protein 2"
"24008","NVE12904","Gene.19775::NVE12904::g.19775::m.19775","cluster44",0,0,0,"N",1,"",""
"24009","NVE12904","Gene.19776::NVE12904::g.19776::m.19776","cluster6455",0,0,0,"N",0,"",""
"24010","NVE12904","Gene.19777::NVE12904::g.19777::m.19777","cluster6427",0,0,0,"N",0,"",""
"24011","NVE12904","Gene.19778::NVE12904::g.19778::m.19778","cluster1719",0,0,0,"N",0,"",""
"101","NVE8598","Gene.13128::NVE8598::g.13128::m.13128","cluster134",0,0,0,"N",0,"K11840","USP9_24; ubiquitin carboxyl-terminal hydrolase 9/24 [EC:3.4.19.12]"
"18765","NVE8598","Gene.13129::NVE8598::g.13129::m.13129","cluster1834",0,0,0,"N",0,"",""
"18766","NVE8598","Gene.13130::NVE8598::g.13130::m.13130","cluster957",0,0,0,"N",1,"",""
"102","NVE26181","Gene.39672::NVE26181::g.39672::m.39672","cluster269",0,0,0,"Y",0,"K04659","THBS2S; thrombospondin 2/3/4/5"
"39684","NVE26181","Gene.39673::NVE26181::g.39673::m.39673","cluster2115",0,0,0,"N",0,"",""
"39685","NVE26181","Gene.39674::NVE26181::g.39674::m.39674","cluster54",0,0,0,"N",0,"",""
"39686","NVE26181","Gene.39675::NVE26181::g.39675::m.39675","cluster910",0,0,0,"N",0,"",""
"103","NVE19383","Gene.29527::NVE19383::g.29527::m.29527","cluster160",0,0,0,"N",0,"K11424","WHSC1; histone-lysine N-methyltransferase NSD2 [EC:2.1.1.43]"
"31697","NVE19383","Gene.29528::NVE19383::g.29528::m.29528","cluster8194",0,0,0,"N",0,"",""
"31698","NVE19383","Gene.29529::NVE19383::g.29529::m.29529","cluster157",0,0,0,"N",0,"",""
"31699","NVE19383","Gene.29530::NVE19383::g.29530::m.29530","cluster2185",0,0,0,"N",0,"",""
"104","NVE7299","Gene.11161::NVE7299::g.11161::m.11161","cluster83",0,0,0,"N",0,"K12815","DHX38; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16 [EC:3.6.4.13]"
"17194","NVE7299","Gene.11162::NVE7299::g.11162::m.11162","cluster8101",0,0,0,"N",4,"",""
"17195","NVE7299","Gene.11163::NVE7299::g.11163::m.11163","cluster28",0,0,0,"N",0,"",""
"17196","NVE7299","Gene.11164::NVE7299::g.11164::m.11164","cluster203",0,0,0,"N",0,"",""
"17197","NVE7299","Gene.11165::NVE7299::g.11165::m.11165","cluster1129",0,0,0,"N",0,"",""
"17198","NVE7299","Gene.11166::NVE7299::g.11166::m.11166","cluster7328",0,0,0,"Y",0,"",""
"105","NVE13979","Gene.21499::NVE13979::g.21499::m.21499","cluster6997",0,0,0,"N",0,"K17589","RB1CC1; RB1-inducible coiled-coil protein 1"
"106","NVE8734","Gene.13326::NVE8734::g.13326::m.13326","cluster595",0,0,0,"N",0,"K06674","SMC2; structural maintenance of chromosome 2"
"18920","NVE8734","Gene.13327::NVE8734::g.13327::m.13327","cluster8229",0,0,0,"N",0,"",""
"18921","NVE8734","Gene.13328::NVE8734::g.13328::m.13328","cluster4224",0,0,0,"Y",3,"",""
"107","NVE4954","Gene.7703::NVE4954::g.7703::m.7703","cluster1006",0,0,0,"N",0,"K16489","SFI1; protein SFI1"
"108","NVE701","Gene.1256::NVE701::g.1256::m.1256","cluster973",0,0,0,"N",0,"K14292","TGS1; trimethylguanosine synthase [EC:2.1.1.-]"
"109","NVE2639","Gene.4229::NVE2639::g.4229::m.4229","cluster693",0,0,0,"Y",0,"K20628","exlX; expansin"
"11772","NVE2639","Gene.4230::NVE2639::g.4230::m.4230","cluster859",0,0,0,"N",4,"",""
"11773","NVE2639","Gene.4231::NVE2639::g.4231::m.4231","cluster965",0,0,0,"N",0,"",""
"110","NVE15768","Gene.24125::NVE15768::g.24125::m.24125","cluster996",0,0,0,"N",0,"K17492","UBN; ubinuclein"
"27426","NVE15768","Gene.24126::NVE15768::g.24126::m.24126","cluster948",0,0,0,"N",1,"",""
"27427","NVE15768","Gene.24127::NVE15768::g.24127::m.24127","cluster4687",0,0,0,"N",2,"",""
"111","NVE21987","Gene.33454::NVE21987::g.33454::m.33454","cluster1288",0,0,0,"N",0,"K14007","SEC24; protein transport protein SEC24"
"34757","NVE21987","Gene.33455::NVE21987::g.33455::m.33455","cluster281",0,0,0,"N",0,"",""
"34758","NVE21987","Gene.33456::NVE21987::g.33456::m.33456","cluster3418",0,0,0,"Y",0,"",""
"34759","NVE21987","Gene.33457::NVE21987::g.33457::m.33457","cluster789",0,0,0,"N",0,"",""
"112","NVE23610","Gene.35830::NVE23610::g.35830::m.35830","cluster22",0,0,0,"N",0,"K16669","FAT4; protocadherin Fat 4"
"36619","NVE23610","Gene.35831::NVE23610::g.35831::m.35831","cluster904",0,0,0,"N",0,"",""
"36620","NVE23610","Gene.35832::NVE23610::g.35832::m.35832","cluster904",0,0,0,"N",0,"",""
"36621","NVE23610","Gene.35833::NVE23610::g.35833::m.35833","cluster904",0,0,0,"N",0,"",""
"36622","NVE23610","Gene.35834::NVE23610::g.35834::m.35834","cluster620",0,0,0,"N",0,"",""
"36623","NVE23610","Gene.35835::NVE23610::g.35835::m.35835","cluster620",0,0,0,"N",0,"",""
"36624","NVE23610","Gene.35836::NVE23610::g.35836::m.35836","cluster620",0,0,0,"N",0,"",""
"36625","NVE23610","Gene.35837::NVE23610::g.35837::m.35837","cluster620",0,0,0,"N",0,"",""
"36626","NVE23610","Gene.35838::NVE23610::g.35838::m.35838","cluster3090",0,0,0,"N",0,"",""
"113","NVE4772","Gene.7456::NVE4772::g.7456::m.7456","cluster83",0,0,0,"N",0,"K14780","DHX37; ATP-dependent RNA helicase DHX37/DHR1 [EC:3.6.4.13]"
"114","NVE11915","Gene.18261::NVE11915::g.18261::m.18261","cluster21",0,0,0,"N",10,"K05673","ABCC4; ATP-binding cassette, subfamily C (CFTR/MRP), member 4"
"115","NVE3966","Gene.6267::NVE3966::g.6267::m.6267","cluster21",0,0,0,"N",9,"K05673","ABCC4; ATP-binding cassette, subfamily C (CFTR/MRP), member 4"
"13364","NVE3966","Gene.6268::NVE3966::g.6268::m.6268","cluster5994",0,0,0,"N",0,"",""
"116","NVE19676","Gene.29922::NVE19676::g.29922::m.29922","cluster1798",0,0,0,"N",0,"K18728","EIF4ENIF1; eukaryotic translation initiation factor 4E transporter"
"31990","NVE19676","Gene.29923::NVE19676::g.29923::m.29923","cluster82",0,0,0,"N",0,"",""
"31991","NVE19676","Gene.29924::NVE19676::g.29924::m.29924","cluster8742",0,0,0,"N",0,"",""
"31992","NVE19676","Gene.29925::NVE19676::g.29925::m.29925","cluster4818",0,0,0,"N",0,"",""
"117","NVE14301","Gene.22003::NVE14301::g.22003::m.22003","cluster433",1,1,1,"N",7,"K00698","CHS1; chitin synthase [EC:2.4.1.16]"
"25773","NVE14301","Gene.22004::NVE14301::g.22004::m.22004","cluster454",1,1,1,"N",0,"",""
"25774","NVE14301","Gene.22005::NVE14301::g.22005::m.22005","cluster298",1,1,1,"N",0,"",""
"25775","NVE14301","Gene.22006::NVE14301::g.22006::m.22006","cluster140",1,1,1,"N",0,"",""
"25776","NVE14301","Gene.22007::NVE14301::g.22007::m.22007","cluster685",1,1,1,"N",0,"",""
"118","NVE13031","Gene.20078::NVE13031::g.20078::m.20078","cluster1425",0,0,1,"N",0,"K11492","NCAPG2; condensin-2 complex subunit G2"
"24250","NVE13031","Gene.20079::NVE13031::g.20079::m.20079","cluster2093",0,0,1,"N",3,"",""
"119","NVE18514","Gene.28226::NVE18514::g.28226::m.28226","cluster346",0,0,0,"N",7,"K01534","zntA; Cd2+/Zn2+-exporting ATPase [EC:3.6.3.3 3.6.3.5]"
"30664","NVE18514","Gene.28227::NVE18514::g.28227::m.28227","cluster1040",0,0,0,"N",0,"",""
"30665","NVE18514","Gene.28228::NVE18514::g.28228::m.28228","cluster2476",0,0,0,"Y",0,"",""
"120","NVE20148","Gene.30626::NVE20148::g.30626::m.30626","cluster1221",0,0,0,"N",6,"K06532","PROM1; prominin 1"
"32541","NVE20148","Gene.30627::NVE20148::g.30627::m.30627","cluster3468",0,0,0,"N",0,"",""
"32542","NVE20148","Gene.30628::NVE20148::g.30628::m.30628","cluster120",0,0,0,"N",2,"",""
"121","NVE10088","Gene.15451::NVE10088::g.15451::m.15451","cluster588",0,0,0,"N",0,"K15176","CTR9; RNA polymerase-associated protein CTR9"
"20578","NVE10088","Gene.15452::NVE10088::g.15452::m.15452","cluster11",0,0,0,"N",0,"",""
"20579","NVE10088","Gene.15453::NVE10088::g.15453::m.15453","cluster1121",0,0,0,"N",0,"",""
"20580","NVE10088","Gene.15454::NVE10088::g.15454::m.15454","cluster433",0,0,0,"N",0,"",""
"20581","NVE10088","Gene.15455::NVE10088::g.15455::m.15455","cluster699",0,0,0,"N",0,"",""
"122","NVE3191","Gene.5067::NVE3191::g.5067::m.5067","cluster1513",1,0,0,"N",11,"K00323","NNT; NAD(P) transhydrogenase [EC:1.6.1.2]"
"12414","NVE3191","Gene.5068::NVE3191::g.5068::m.5068","cluster2909",1,0,0,"N",0,"",""
"12415","NVE3191","Gene.5069::NVE3191::g.5069::m.5069","cluster5968",1,0,0,"N",0,"",""
"12416","NVE3191","Gene.5070::NVE3191::g.5070::m.5070","cluster5969",1,0,0,"N",0,"",""
"123","NVE21074","Gene.32034::NVE21074::g.32034::m.32034","cluster14",0,0,0,"N",0,"K17341","HMCN; hemicentin"
