"","Contig","GO"
"2525","NVE356","GO:0018105"
"2526","NVE356","GO:0035556"
"2536","NVE357","GO:0016021"
"2539","NVE358","GO:0046875"
"2540","NVE358","GO:1901187"
"2541","NVE362","GO:0016021"
"2542","NVE363","GO:0003994"
"2543","NVE363","GO:0006099"
"2544","NVE363","GO:0051539"
"2551","NVE364","GO:0002184"
"2552","NVE364","GO:0003747"
"2553","NVE364","GO:0003924"
"2554","NVE364","GO:0005525"
"2555","NVE364","GO:0005829"
"2556","NVE364","GO:0018444"
"2565","NVE365","GO:0016021"
"2566","NVE366","GO:0005096"
"2567","NVE366","GO:0005737"
"2568","NVE366","GO:0005886"
"2569","NVE366","GO:0017137"
"2570","NVE366","GO:0017157"
"2571","NVE366","GO:0019905"
"2572","NVE366","GO:0050708"
"2573","NVE368","GO:0007034"
"2574","NVE369","GO:0000287"
"2575","NVE369","GO:0005525"
"2576","NVE369","GO:0006400"
"2577","NVE369","GO:0008033"
"2578","NVE369","GO:0008193"
"2579","NVE369","GO:0016021"
"2580","NVE374","GO:0016020"
"2581","NVE374","GO:0016021"
"2582","NVE374","GO:0022829"
"2585","NVE375","GO:0004930"
"2586","NVE375","GO:0016021"
"2587","NVE376","GO:0016021"
"2591","NVE378","GO:0004930"
"2592","NVE378","GO:0016021"
"2597","NVE379","GO:0000028"
"2598","NVE379","GO:0000447"
"2599","NVE379","GO:0000461"
"2600","NVE379","GO:0003735"
"2601","NVE379","GO:0006407"
"2602","NVE379","GO:0006412"
"2603","NVE379","GO:0022627"
"2604","NVE379","GO:0030686"
"2605","NVE382","GO:0004435"
"2606","NVE382","GO:0005622"
"2607","NVE382","GO:0016042"
"2608","NVE382","GO:0035556"
"2609","NVE384","GO:0006396"
"2610","NVE385","GO:0005524"
"2611","NVE385","GO:0016021"
"2612","NVE385","GO:0042626"
"2616","NVE388","GO:0016491"
"2618","NVE389","GO:0016491"
"2619","NVE390","GO:0004674"
"2620","NVE390","GO:0005524"
"2621","NVE390","GO:0005634"
"2622","NVE390","GO:0005737"
"2623","NVE390","GO:0006468"
"2624","NVE390","GO:0035556"
"2625","NVE390","GO:0043066"
"2626","NVE390","GO:0004672"
"2628","NVE392","GO:0005198"
"2649","NVE392","GO:0016021"
"2656","NVE393","GO:0008033"
"2657","NVE393","GO:0016783"
"2658","NVE393","GO:0008483"
"2659","NVE397","GO:0005509"
"2667","NVE398","GO:0005509"
"2668","NVE399","GO:0005262"
"2669","NVE399","GO:0005509"
"2670","NVE399","GO:0016020"
"2671","NVE399","GO:0016021"
"2672","NVE399","GO:0050982"
"2673","NVE400","GO:0016021"
"2686","NVE401","GO:0016021"
"2687","NVE401","GO:0046983"
"2690","NVE402","GO:0004888"
"2691","NVE402","GO:0016021"
"2692","NVE402","GO:0022848"
"2693","NVE402","GO:0030054"
"2694","NVE402","GO:0045211"
"2695","NVE403","GO:0016021"
"2696","NVE403","GO:0046983"
"2701","NVE404","GO:0016021"
"2702","NVE404","GO:0046983"
"2705","NVE408","GO:0003677"
"2708","NVE413","GO:0006351"
"2709","NVE413","GO:0006357"
"2710","NVE413","GO:0016592"
"2714","NVE414","GO:0003723"
"2715","NVE414","GO:0003735"
"2716","NVE414","GO:0006412"
"2717","NVE414","GO:0022618"
"2718","NVE414","GO:0022625"
"2719","NVE416","GO:0007034"
"2720","NVE420","GO:0003723"
"2721","NVE420","GO:0003735"
"2722","NVE420","GO:0005739"
"2723","NVE420","GO:0005840"
"2724","NVE420","GO:0006412"
"2725","NVE421","GO:0005524"
"2726","NVE421","GO:0006541"
"2727","NVE421","GO:0009236"
"2728","NVE421","GO:0016874"
"2729","NVE421","GO:0042242"
"2730","NVE422","GO:0006487"
"2731","NVE422","GO:0016021"
"2732","NVE422","GO:0036071"
"2733","NVE422","GO:0046921"
"2734","NVE422","GO:0006004"
"2738","NVE423","GO:0003700"
"2739","NVE423","GO:0006351"
"2740","NVE423","GO:0043565"
"2750","NVE426","GO:0003677"
"2751","NVE426","GO:0005634"
"2752","NVE427","GO:0000978"
"2753","NVE427","GO:0003700"
"2754","NVE427","GO:0005634"
"2755","NVE427","GO:0006357"
"2756","NVE428","GO:0016021"
"2757","NVE429","GO:0016021"
"2759","NVE430","GO:0005737"
"2760","NVE430","GO:0016020"
"2761","NVE430","GO:0031514"
"2762","NVE430","GO:0034464"
"2763","NVE430","GO:0036064"
"2764","NVE430","GO:0060271"
"2765","NVE430","GO:1903441"
"2766","NVE430","GO:1905515"
"2768","NVE430","GO:0005856"
"2771","NVE431","GO:0005768"
"2772","NVE431","GO:0005829"
"2773","NVE431","GO:0006886"
"2774","NVE431","GO:0008565"
"2775","NVE431","GO:0030904"
"2776","NVE431","GO:0042147"
"2777","NVE432","GO:0000127"
"2778","NVE432","GO:0001002"
"2779","NVE432","GO:0001003"
"2780","NVE432","GO:0006359"
"2781","NVE432","GO:0006384"
"2782","NVE432","GO:0009304"
"2783","NVE432","GO:0042791"
"2784","NVE432",""
"2785","NVE433","GO:0000127"
"2786","NVE433","GO:0001002"
"2787","NVE433","GO:0001003"
"2788","NVE433","GO:0004930"
"2789","NVE433","GO:0006359"
"2790","NVE433","GO:0006384"
"2791","NVE433","GO:0009304"
"2792","NVE433","GO:0016021"
"2793","NVE433","GO:0042791"
"2812","NVE435","GO:0004930"
"2813","NVE435","GO:0016021"
"2816","NVE439","GO:0005634"
"2817","NVE440","GO:0016021"
"2818","NVE442","GO:0000139"
"2819","NVE442","GO:0005198"
"2820","NVE442","GO:0015031"
"2821","NVE442","GO:0030127"
"2822","NVE442","GO:0090114"
"2823","NVE442","GO:1904263"
"2836","NVE443","GO:0015293"
"2837","NVE443","GO:0016021"
"2838","NVE444","GO:0003723"
"2839","NVE445","GO:0003677"
"2840","NVE445","GO:0003899"
"2841","NVE445","GO:0005736"
"2842","NVE445","GO:0006360"
"2843","NVE445","GO:0008270"
"2846","NVE445","GO:0005634"
"2847","NVE445","GO:0006351"
"2859","NVE446","GO:0016021"
"2863","NVE447","GO:0005524"
"2864","NVE447","GO:0006298"
"2865","NVE447","GO:0030983"
"2866","NVE448","GO:0005524"
"2867","NVE448","GO:0046872"
"2870","NVE449","GO:0004930"
"2871","NVE449","GO:0016021"
"2878","NVE451","GO:0005524"
"2879","NVE451","GO:0006298"
"2880","NVE451","GO:0030983"
"2881","NVE455","GO:0016021"
"2883","NVE456","GO:0007165"
"2884","NVE456","GO:0016021"
"2885","NVE457","GO:0005634"
"2886","NVE457","GO:0008168"
"2887","NVE457","GO:0046872"
"2888","NVE458","GO:0005509"
"2889","NVE458","GO:0005886"
"2890","NVE458","GO:0007156"
"2891","NVE458","GO:0016021"
"2904","NVE459","GO:0003924"
"2905","NVE459","GO:0005525"
"2906","NVE459","GO:0005622"
"2907","NVE459","GO:0007264"
"2956","NVE460","GO:0004222"
"2957","NVE460","GO:0005750"
"2958","NVE460","GO:0006122"
"2959","NVE460","GO:0006627"
"2960","NVE460","GO:0008270"
"2961","NVE460","GO:0009060"
"2962","NVE460","GO:0016485"
"2963","NVE460","GO:0017087"
"2967","NVE460","GO:0046872"
"2968","NVE461","GO:0004298"
"2969","NVE461","GO:0005634"
"2970","NVE461","GO:0005737"
"2971","NVE461","GO:0019773"
"2972","NVE461","GO:0043161"
"2978","NVE462","GO:0008270"
"2979","NVE462","GO:0070290"
"2980","NVE463","GO:0008270"
"2981","NVE463","GO:0070290"
"2984","NVE464","GO:0016021"
"2985","NVE465","GO:0016021"
"2986","NVE465","GO:0004386"
"2987","NVE465","GO:0006355"
"2988","NVE465","GO:0008168"
"2989","NVE467","GO:0000981"
"2990","NVE467","GO:0005634"
"2991","NVE467","GO:0008270"
"2992","NVE468","GO:0005634"
"2993","NVE469","GO:0007015"
"2994","NVE469","GO:0008064"
"2995","NVE469","GO:0031209"
"2996","NVE469","GO:0044877"
"2997","NVE469","GO:0048870"
"3001","NVE470","GO:0005509"
"3002","NVE470","GO:0016021"
"3013","NVE471","GO:0004930"
"3014","NVE471","GO:0016021"
"3019","NVE474","GO:0003677"
"3020","NVE474","GO:0005634"
"3021","NVE474","GO:0006301"
"3022","NVE474","GO:0006513"
"3023","NVE474","GO:0009411"
"3024","NVE474","GO:0043142"
"3025","NVE474","GO:0061630"
"3026","NVE474","GO:0097505"
"3028","NVE474","GO:0006281"
"3029","NVE474","GO:0016874"
"3030","NVE475","GO:0005085"
"3031","NVE475","GO:0005622"
"3032","NVE475","GO:0007264"
"3033","NVE476","GO:0005634"
"3036","NVE477","GO:0016021"
"3037","NVE477","GO:0055085"
"3038","NVE479","GO:0004583"
"3039","NVE479","GO:0005789"
"3040","NVE479","GO:0006488"
"3041","NVE479","GO:0016021"
"3050","NVE479","GO:0106073"
"3051","NVE480","GO:0003677"
"3052","NVE480","GO:0003968"
"3053","NVE480","GO:0005524"
"3054","NVE480","GO:0016787"
"3055","NVE481","GO:0005730"
"3056","NVE482","GO:0003743"
"3057","NVE482","GO:0005737"
"3058","NVE483","GO:0016021"
"3060","NVE484","GO:0051213"
"3061","NVE485","GO:0005737"
"3062","NVE485","GO:0005813"
"3063","NVE485","GO:0008017"
"3064","NVE485","GO:0030705"
"3065","NVE485","GO:0031122"
"3066","NVE485","GO:0051959"
"3067","NVE485","GO:0003779"
"3068","NVE485","GO:0016477"
"3069","NVE485","GO:0032956"
"3070","NVE486","GO:0003676"
"3071","NVE486","GO:0005887"
"3072","NVE486","GO:0006828"
"3073","NVE486","GO:0015279"
"3074","NVE486","GO:0051480"
"3075","NVE488","GO:0003824"
"3076","NVE488","GO:0050662"
"3085","NVE490","GO:0003735"
"3086","NVE490","GO:0005739"
"3087","NVE490","GO:0005840"
"3088","NVE490","GO:0006412"
"3089","NVE490","GO:0004930"
"3090","NVE490","GO:0016021"
"3091","NVE491","GO:0005201"
"3092","NVE491","GO:0005581"
"3093","NVE491","GO:0009405"
"3094","NVE491","GO:0019867"
"3101","NVE492",""
"3102","NVE492","GO:0005201"
"3103","NVE493","GO:0001539"
"3104","NVE493","GO:0003777"
"3105","NVE493","GO:0005524"
"3106","NVE493","GO:0005858"
"3107","NVE493","GO:0007018"
"3108","NVE493","GO:0016887"
"3109","NVE494","GO:0008270"
"3113","NVE495","GO:0005634"
"3114","NVE495","GO:0090729"
"3115","NVE496","GO:0016021"
"3116","NVE497",""
"3117","NVE499","GO:0004222"
"3118","NVE499","GO:0004930"
"3119","NVE499","GO:0005509"
"3120","NVE499","GO:0007166"
"3121","NVE499","GO:0008270"
"3122","NVE499","GO:0016021"
"3123","NVE500","GO:0016020"
"3124","NVE500","GO:0034464"
"3125","NVE500","GO:0060271"
"3129","NVE501","GO:0003676"
"3130","NVE501","GO:0008270"
"3131","NVE501","GO:0015074"
"3132","NVE502","GO:0004930"
"3133","NVE502","GO:0016021"
"3138","NVE503",""
"3139","NVE504","GO:0016021"
"3140","NVE504","GO:0022857"
"3143","NVE505","GO:0005737"
"3144","NVE505","GO:0008318"
"3145","NVE505","GO:0018342"
"3146","NVE505","GO:1990234"
"3149","NVE507","GO:0005615"
"3150","NVE507","GO:0006811"
"3151","NVE507","GO:0046872"
"3152","NVE507","GO:0055072"
"3153","NVE507","GO:0016021"
"3154","NVE507","GO:0000398"
"3155","NVE507","GO:0005732"
"3158","NVE508","GO:0016021"
"3160","NVE509","GO:0000171"
"3161","NVE509","GO:0000172"
"3162","NVE509","GO:0004526"
"3163","NVE509","GO:0005655"
"3164","NVE509","GO:0008033"
"3165","NVE509","GO:0016021"
"3166","NVE509","GO:0090502"
"3173","NVE510","GO:0005509"
"3174","NVE512","GO:0003677"
"3175","NVE512","GO:0005524"
"3176","NVE512","GO:0005634"
"3177","NVE512","GO:0005663"
"3178","NVE512","GO:0006261"
"3179","NVE512","GO:0006281"
"3180","NVE514","GO:0003677"
"3181","NVE514","GO:0005524"
"3182","NVE514","GO:0005634"
"3183","NVE514","GO:0005663"
"3184","NVE514","GO:0006261"
"3185","NVE514","GO:0006281"
"3186","NVE515","GO:0003677"
"3187","NVE515","GO:0005524"
"3188","NVE515","GO:0006260"
"3189","NVE516","GO:0016021"
"3191","NVE519","GO:0003677"
"3192","NVE519","GO:0003700"
"3193","NVE519","GO:0006351"
"3194","NVE519","GO:0004497"
"3195","NVE519","GO:0005506"
"3196","NVE519","GO:0016021"
"3197","NVE519","GO:0016705"
"3198","NVE519","GO:0020037"
"3199","NVE520","GO:0004707"
"3200","NVE520","GO:0005524"
"3201","NVE520","GO:0005634"
"3202","NVE520","GO:0005737"
"3203","NVE520","GO:0010468"
"3206","NVE520","GO:0005622"
"3207","NVE521","GO:0005737"
"3208","NVE521","GO:0007019"
"3209","NVE521","GO:0015631"
"3210","NVE521","GO:0031110"
"3211","NVE521","GO:0051493"
"3213","NVE522","GO:0000723"
"3214","NVE522","GO:0003677"
"3215","NVE522","GO:0004003"
"3216","NVE522","GO:0005524"
"3217","NVE522","GO:0005634"
"3218","NVE522","GO:0006260"
"3219","NVE522","GO:0006281"
"3220","NVE522","GO:0006310"
"3221","NVE522","GO:0010569"
"3222","NVE522","GO:0046872"
"3223","NVE522","GO:0051539"
"3224","NVE523","GO:0016021"
"3226","NVE524","GO:0003700"
"3227","NVE524","GO:0005634"
"3228","NVE524","GO:0006357"
"3232","NVE524","GO:0046983"
"3233","NVE525","GO:0003676"
"3236","NVE527","GO:0016021"
"3237","NVE528","GO:0004930"
"3238","NVE528","GO:0016021"
"3239","NVE529","GO:0004601"
"3240","NVE529","GO:0006979"
"3241","NVE529","GO:0020037"
"3245","NVE530","GO:0004601"
"3246","NVE530","GO:0006979"
"3247","NVE530","GO:0020037"
"3254","NVE531","GO:0003676"
"3255","NVE531","GO:0006364"
"3256","NVE531","GO:0008408"
"3257","NVE535","GO:0005634"
"3259","NVE535","GO:0016787"
"3260","NVE536","GO:0016021"
"3261","NVE539","GO:0005615"
"3262","NVE539","GO:0008083"
"3263","NVE539","GO:0008284"
"3264","NVE539","GO:0016021"
"3265","NVE539","GO:0031954"
"3266","NVE539","GO:0070851"
"3267","NVE540","GO:0016021"
"3268","NVE540","GO:0005615"
"3269","NVE540","GO:0008284"
"3271","NVE540","GO:0031954"
"3272","NVE540","GO:0070851"
"3273","NVE541","GO:0090090"
"3274","NVE541","GO:1990697"
"3275","NVE541","GO:1990699"
"3276","NVE542","GO:0003743"
"3277","NVE542","GO:0005852"
"3278","NVE543","GO:0004715"
"3279","NVE543","GO:0005524"
"3280","NVE544","GO:0003743"
"3281","NVE544","GO:0005852"
"3282","NVE546","GO:0004715"
"3283","NVE546","GO:0005524"
"3284","NVE549","GO:0016021"
"3285","NVE551","GO:0004647"
"3286","NVE551","GO:0006564"
"3289","NVE553","GO:0003376"
"3290","NVE553","GO:0005765"
"3291","NVE553","GO:0016021"
"3292","NVE553","GO:0031982"
"3293","NVE553","GO:0040011"
"3294","NVE553","GO:0046624"
"3295","NVE553","GO:0055085"
"3298","NVE555","GO:0003958"
"3299","NVE555","GO:0005789"
"3300","NVE555","GO:0010181"
"3301","NVE555","GO:0016021"
"3302","NVE555","GO:0050660"
"3303","NVE555","GO:0050661"
"3304","NVE556","GO:0010038"
"3305","NVE556","GO:0016756"
"3306","NVE556","GO:0046872"
"3307","NVE556","GO:0046938"
"3308","NVE557","GO:0005096"
"3309","NVE557","GO:0005622"
"3310","NVE557","GO:0006886"
"3311","NVE557","GO:0012505"
"3312","NVE557","GO:0017137"
"3313","NVE557","GO:0031338"
"3314","NVE557","GO:0090630"
"3315","NVE558","GO:0004842"
"3316","NVE558","GO:0006996"
"3317","NVE558","GO:0016021"
"3321","NVE558","GO:0016874"
"3322","NVE560","GO:0070492"
"3335","NVE561","GO:0005737"
"3336","NVE561","GO:0006006"
"3337","NVE561","GO:0080048"
"3338","NVE562","GO:0004930"
"3339","NVE562","GO:0005887"
"3340","NVE562","GO:0032870"
"3341","NVE562","GO:0042277"
"3342","NVE562","GO:1901652"
"3343","NVE563","GO:0003779"
"3344","NVE563","GO:0005737"
"3345","NVE563","GO:0005885"
"3346","NVE563","GO:0034314"
"3347","NVE565","GO:0016021"
"3348","NVE565","GO:0043531"
"3349","NVE566","GO:0003924"
"3350","NVE566","GO:0005200"
"3351","NVE566","GO:0005525"
"3352","NVE566","GO:0005874"
"3353","NVE566","GO:0007017"
"3354","NVE569","GO:0005576"
"3355","NVE569","GO:0042151"
"3356","NVE569","GO:0090729"
"3360","NVE572","GO:0003958"
"3361","NVE572","GO:0004517"
"3362","NVE572","GO:0005516"
"3363","NVE572","GO:0005622"
"3364","NVE572","GO:0006809"
"3365","NVE572","GO:0007263"
"3366","NVE572","GO:0010181"
"3367","NVE572","GO:0020037"
"3368","NVE572","GO:0031284"
"3369","NVE572","GO:0046872"
"3370","NVE572","GO:0050660"
"3371","NVE572","GO:0050661"
"3372","NVE574","GO:0005272"
"3373","NVE574","GO:0016021"
"3376","NVE576","GO:0004222"
"3377","NVE576","GO:0008270"
"3378","NVE576","GO:0016020"
"3379","NVE577","GO:0004402"
"3380","NVE577","GO:0005634"
"3381","NVE577","GO:0005737"
"3382","NVE577","GO:0006351"
"3383","NVE577","GO:0006357"
"3384","NVE577","GO:0033588"
"3385","NVE577","GO:0046872"
"3386","NVE577","GO:0051536"
"3395","NVE577","GO:0003824"
"3401","NVE577","GO:0000993"
"3402","NVE577","GO:0001764"
"3404","NVE577","GO:0005730"
"3408","NVE577","GO:0007417"
"3409","NVE577","GO:0008023"
"3410","NVE577","GO:0008607"
"3411","NVE577","GO:0030335"
"3417","NVE577","GO:0006355"
"3456","NVE577","GO:0007409"
"3473","NVE578","GO:0005272"
"3474","NVE578","GO:0016021"
"3477","NVE581","GO:0016491"
"3478","NVE581","GO:0050660"
"3479","NVE581","GO:0051537"
"3480","NVE581","GO:0004129"
"3481","NVE581","GO:0005751"
"3482","NVE581","GO:0016021"
"3485","NVE582","GO:0032502"
"3486","NVE587","GO:0003824"
"3487","NVE587","GO:0030151"
"3488","NVE587","GO:0030170"
"3493","NVE587","GO:0016021"
"3496","NVE588","GO:0004175"
"3497","NVE588","GO:0005634"
"3498","NVE588","GO:0008234"
"3499","NVE588","GO:0016926"
"3501","NVE589","GO:0016180"
"3502","NVE589","GO:0032039"
"3503","NVE589","GO:0003964"
"3504","NVE590","GO:0000077"
"3505","NVE590","GO:0005634"
"3506","NVE590","GO:0042393"
"3507","NVE590","GO:0045944"
"3508","NVE592","GO:0005249"
"3509","NVE592","GO:0008076"
"3526","NVE593","GO:0016021"
"3527","NVE593","GO:0006024"
"3528","NVE593","GO:0008375"
"3530","NVE593","GO:0030158"
"3531","NVE594","GO:0003824"
"3532","NVE594","GO:0005615"
"3533","NVE594","GO:0008152"
"3534","NVE594","GO:0016021"
"3535","NVE594","GO:0032504"
"3546","NVE595","GO:0003824"
"3547","NVE595","GO:0005615"
"3548","NVE595","GO:0008152"
"3549","NVE595","GO:0016021"
"3550","NVE595","GO:0032504"
"3561","NVE596","GO:0003995"
"3562","NVE596","GO:0050660"
"3563","NVE597","GO:0003743"
"3564","NVE597","GO:0003924"
"3565","NVE597","GO:0005525"
"3566","NVE597","GO:0005622"
"3567","NVE598","GO:0004930"
"3568","NVE598","GO:0007275"
"3569","NVE598","GO:0016021"
"3570","NVE598","GO:0017147"
"3571","NVE598","GO:0035567"
"3572","NVE598","GO:0042813"
"3573","NVE598","GO:0060070"
"3602","NVE599","GO:0004930"
"3603","NVE599","GO:0007275"
"3604","NVE599","GO:0016021"
"3605","NVE599","GO:0017147"
"3606","NVE599","GO:0035567"
"3607","NVE599","GO:0042813"
"3608","NVE599","GO:0060070"
"3637","NVE600","GO:0004930"
"3638","NVE600","GO:0007275"
"3639","NVE600","GO:0016021"
"3640","NVE600","GO:0017147"
"3641","NVE600","GO:0035567"
"3642","NVE600","GO:0042813"
"3643","NVE600","GO:0060070"
"3686","NVE601","GO:0016021"
"3688","NVE601","GO:0055085"
"3689","NVE602","GO:0004930"
"3690","NVE602","GO:0016021"
"3711","NVE603","GO:0004930"
"3712","NVE603","GO:0016021"
"3717","NVE604","GO:0004190"
"3718","NVE604","GO:0006508"
"3719","NVE604","GO:0016021"
"3720","NVE604","GO:0030163"
"3723","NVE605","GO:0005524"
"3724","NVE605","GO:0016887"
"3727","NVE606","GO:0005524"
"3728","NVE606","GO:0016887"
"3733","NVE607","GO:0005524"
"3734","NVE607","GO:0016887"
"3735","NVE608","GO:0003824"
"3736","NVE608","GO:0005615"
"3737","NVE608","GO:0008152"
"3738","NVE608","GO:0016021"
"3739","NVE608","GO:0032504"
"3750","NVE610","GO:0004370"
"3751","NVE610","GO:0005739"
"3752","NVE610","GO:0006071"
"3753","NVE610","GO:0006641"
"3754","NVE610","GO:0046167"
"3755","NVE611","GO:0004930"
"3756","NVE611","GO:0016021"
"3757","NVE612","GO:0010468"
"3758","NVE612","GO:0046872"
"3759","NVE612","GO:0071558"
"3760","NVE616","GO:0000175"
"3761","NVE616","GO:0003676"
"3762","NVE616","GO:0005739"
"3763","NVE616","GO:0090305"
"3764","NVE618","GO:0004672"
"3765","NVE618","GO:0005524"
"3766","NVE619","GO:0004713"
"3767","NVE619","GO:0005524"
"3770","NVE620","GO:0004713"
"3771","NVE620","GO:0005524"
"3772","NVE620","GO:0016021"
"3781","NVE621","GO:0004672"
"3782","NVE621","GO:0005524"
"3785","NVE622","GO:0046983"
"3786","NVE625","GO:0016021"
"3787","NVE627","GO:0005576"
"3788","NVE627","GO:0006030"
"3789","NVE627","GO:0008061"
"3811","NVE628","GO:0005576"
"3812","NVE628","GO:0006030"
"3813","NVE628","GO:0008061"
"3814","NVE628","GO:0016021"
"3911","NVE630","GO:0003697"
"3912","NVE630","GO:1990879"
"3913","NVE631","GO:0004497"
"3914","NVE631","GO:0004499"
"3915","NVE631","GO:0016021"
"3916","NVE631","GO:0050660"
"3917","NVE631","GO:0050661"
"3918","NVE631","GO:0055114"
"3919","NVE632","GO:0000166"
"3920","NVE632","GO:0001882"
"3921","NVE632","GO:0003677"
"3922","NVE632","GO:0003887"
"3923","NVE632","GO:0005658"
"3924","NVE632","GO:0006272"
"3925","NVE632","GO:0006273"
"3926","NVE632","GO:0006303"
"3927","NVE632","GO:0046872"
"3928","NVE632","GO:0051539"
"3933","NVE632","GO:0005634"
"3934","NVE632","GO:0006260"
"3961","NVE633","GO:0005509"
"3962","NVE634","GO:0005509"
"3963","NVE635","GO:0000166"
"3964","NVE635","GO:0001882"
"3965","NVE635","GO:0003677"
"3966","NVE635","GO:0003887"
"3967","NVE635","GO:0005658"
"3968","NVE635","GO:0006272"
"3969","NVE635","GO:0006273"
"3970","NVE635","GO:0006303"
"3971","NVE635","GO:0046872"
"3972","NVE635","GO:0051539"
"3987","NVE635","GO:0006260"
"3993","NVE637","GO:0016021"
"3994","NVE639","GO:0004560"
"3995","NVE639","GO:0006004"
"3998","NVE642","GO:0005737"
"3999","NVE642","GO:0019005"
"4000","NVE642","GO:0030162"
"4001","NVE642","GO:0031625"
"4002","NVE642","GO:0043161"
"4003","NVE643","GO:0016491"
"4004","NVE644","GO:0016021"
"4011","NVE645","GO:0016021"
"4014","NVE649","GO:0016021"
"4019","NVE650","GO:0008020"
"4020","NVE650","GO:0016021"
"4023","NVE652","GO:0005524"
"4024","NVE652","GO:0005886"
"4025","NVE652","GO:0016021"
"4026","NVE652","GO:0017127"
"4027","NVE652","GO:0034041"
"4030","NVE652","GO:0016887"
"4031","NVE653","GO:0003677"
"4032","NVE653","GO:0005634"
"4033","NVE653","GO:0006355"
"4034","NVE654","GO:0008203"
"4035","NVE654","GO:0016042"
"4036","NVE654","GO:0016298"
"4040","NVE655","GO:0016651"
"4041","NVE655","GO:0048038"
"4042","NVE655","GO:0051287"
"4047","NVE656","GO:0004930"
"4048","NVE656","GO:0016021"
"4049","NVE657","GO:0016021"
"4050","NVE658","GO:0000398"
"4051","NVE658","GO:0005681"
"4052","NVE658","GO:0030628"
"4053","NVE658","GO:0089701"
"4056","NVE658","GO:0016021"
"4058","NVE658","GO:0046872"
"4060","NVE660","GO:0005509"
"4061","NVE660","GO:0005743"
"4062","NVE660","GO:0006839"
"4063","NVE660","GO:0016021"
"4064","NVE660","GO:0022857"
"4072","NVE660","GO:0055085"
"4073","NVE664","GO:0008168"
"4074","NVE664","GO:0003677"
"4075","NVE665","GO:0005524"
"4076","NVE665","GO:0005929"
"4077","NVE665","GO:0007018"
"4078","NVE665","GO:0008569"
"4079","NVE665","GO:0016021"
"4080","NVE665","GO:0030286"
"4081","NVE665","GO:0045503"
"4082","NVE665","GO:0045505"
